Nr;Distance;Azimuth;Elevation
3425;329.9;108.0;18.0
3426;321.7;107.4;18.0
3427;324.7;106.8;18.0
3428;326.5;106.2;18.0
3429;322.1;105.6;18.0
3430;344.0;105.0;18.0
3431;330.5;104.4;18.0
3432;312.2;103.8;18.0
3433;327.7;103.2;18.0
3434;322.7;102.6;18.0
3435;322.2;102.0;18.0
3436;330.9;101.4;18.0
3437;304.5;100.8;18.0
3438;312.8;100.2;18.0
3439;327.5;99.6;18.0
3440;328.9;99.0;18.0
3441;323.2;98.4;18.0
3442;327.7;97.8;18.0
3443;312.3;97.2;18.0
3444;318.0;96.6;18.0
3445;318.7;96.0;18.0
3446;311.8;95.4;18.0
3447;323.5;94.8;18.0
3448;323.5;94.2;18.0
3449;321.7;93.6;18.0
3450;312.5;93.0;18.0
3451;320.3;92.4;18.0
3452;311.7;91.8;18.0
3453;331.3;91.2;18.0
3454;341.6;90.6;18.0
3455;331.4;90.0;18.0
3456;302.3;89.4;18.0
3457;319.5;88.8;18.0
3458;329.7;88.2;18.0
3459;328.4;87.6;18.0
3460;345.7;87.0;18.0
3461;317.2;86.4;18.0
3462;325.0;85.8;18.0
3463;304.1;85.2;18.0
3464;338.9;84.6;18.0
3465;325.5;84.0;18.0
3466;343.8;83.4;18.0
3467;342.7;82.8;18.0
3468;346.5;82.2;18.0
3469;332.1;81.6;18.0
3470;322.5;81.0;18.0
3471;358.0;80.4;18.0
3472;324.1;79.8;18.0
3473;344.7;79.2;18.0
3474;331.0;78.6;18.0
3475;351.3;78.0;18.0
3476;322.9;77.4;18.0
3477;348.3;76.8;18.0
3478;340.0;76.2;18.0
3479;358.2;75.6;18.0
3480;334.6;75.0;18.0
3481;357.7;74.4;18.0
3482;365.0;73.8;18.0
3483;352.0;73.2;18.0
3484;348.5;72.6;18.0
3485;361.2;72.0;18.0
3486;355.4;71.4;18.0
3487;354.2;70.8;18.0
3488;369.9;70.2;18.0
3489;357.6;69.6;18.0
3490;356.0;69.0;18.0
3491;367.7;68.4;18.0
3492;371.4;67.8;18.0
3493;368.7;67.2;18.0
3494;370.4;66.6;18.0
3495;336.0;66.0;18.0
3496;365.5;65.4;18.0
3497;367.8;64.8;18.0
3498;350.5;64.2;18.0
3499;367.4;63.6;18.0
3500;358.7;63.0;18.0
3501;357.8;62.4;18.0
3502;345.1;61.8;18.0
3503;318.6;61.2;18.0
3504;267.3;60.6;18.0
3505;284.9;60.0;18.0
3506;286.9;59.4;18.0
3507;285.4;58.8;18.0
3508;249.3;58.2;18.0
3509;237.9;57.6;18.0
3510;233.1;57.0;18.0
3511;228.4;56.4;18.0
3512;224.0;55.8;18.0
3513;225.7;55.2;18.0
3514;227.3;54.6;18.0
3515;220.4;54.0;18.0
3516;212.4;53.4;18.0
3517;215.0;52.8;18.0
3518;208.5;52.2;18.0
3519;211.8;51.6;18.0
3520;208.4;51.0;18.0
3521;205.9;50.4;18.0
3522;205.9;49.8;18.0
3523;205.4;49.2;18.0
3524;203.5;48.6;18.0
3525;201.1;48.0;18.0
3526;198.4;47.4;18.0
3527;198.7;46.8;18.0
3528;194.7;46.2;18.0
3529;195.6;45.6;18.0
3530;191.8;45.0;18.0
3531;192.5;44.4;18.0
3532;188.0;43.8;18.0
3533;189.1;43.2;18.0
3534;187.6;42.6;18.0
3535;185.5;42.0;18.0
3536;184.6;41.4;18.0
3537;184.7;40.8;18.0
3538;183.0;40.2;18.0
3539;182.4;39.6;18.0
3540;181.2;39.0;18.0
3541;179.8;38.4;18.0
3542;178.8;37.8;18.0
3543;177.5;37.2;18.0
3544;171.8;36.6;18.0
3545;107.3;36.0;18.0
3546;91.7;35.4;18.0
3547;100.2;34.8;18.0
3548;170.5;34.2;18.0
3549;171.9;33.6;18.0
3550;170.8;33.0;18.0
3551;171.8;32.4;18.0
3552;171.7;31.8;18.0
3553;170.9;31.2;18.0
3554;171.5;30.6;18.0
3555;169.6;30.0;18.0
3556;171.2;29.4;18.0
3557;172.2;28.8;18.0
3558;171.5;28.2;18.0
3559;170.3;27.6;18.0
3560;170.7;27.0;18.0
3561;170.1;26.4;18.0
3562;170.7;25.8;18.0
3563;170.7;25.2;18.0
3564;170.9;24.6;18.0
3565;170.0;24.0;18.0
3566;170.6;23.4;18.0
3567;171.8;22.8;18.0
3568;170.3;22.2;18.0
3569;170.6;21.6;18.0
3570;171.2;21.0;18.0
3571;171.6;20.4;18.0
3572;171.2;19.8;18.0
3573;171.3;19.2;18.0
3574;170.5;18.6;18.0
3575;173.4;18.0;18.0
3576;173.4;17.4;18.0
3577;171.7;16.8;18.0
3578;173.1;16.2;18.0
3579;174.2;15.6;18.0
3580;173.2;15.0;18.0
3581;173.0;14.4;18.0
3582;173.1;13.8;18.0
3583;173.6;13.2;18.0
3584;173.2;12.6;18.0
3585;173.4;12.0;18.0
3586;171.6;11.4;18.0
3587;172.4;10.8;18.0
3588;172.8;10.2;18.0
3589;171.7;9.6;18.0
3590;172.9;9.0;18.0
3591;173.0;8.4;18.0
3592;172.7;7.8;18.0
3593;172.4;7.2;18.0
3594;172.5;6.6;18.0
3595;172.9;6.0;18.0
3596;172.7;5.4;18.0
3597;173.3;4.8;18.0
3598;171.5;4.2;18.0
3599;172.3;3.6;18.0
3600;172.6;3.0;18.0
3601;172.7;2.4;18.0
3602;171.2;1.8;18.0
3603;170.8;1.2;18.0
3604;171.5;0.6;18.0
3605;170.3;0.0;18.0
3606;170.8;-0.6;21.6
3607;173.2;0.0;21.6
3608;171.9;0.6;21.6
3609;174.6;1.2;21.6
3610;175.3;1.8;21.6
3611;173.9;2.4;21.6
3612;175.0;3.0;21.6
3613;175.1;3.6;21.6
3614;176.0;4.2;21.6
3615;175.5;4.8;21.6
3616;177.2;5.4;21.6
3617;176.0;6.0;21.6
3618;175.4;6.6;21.6
3619;175.8;7.2;21.6
3620;175.1;7.8;21.6
3621;176.1;8.4;21.6
3622;176.2;9.0;21.6
3623;176.3;9.6;21.6
3624;175.0;10.2;21.6
3625;176.0;10.8;21.6
3626;177.3;11.4;21.6
3627;177.7;12.0;21.6
3628;175.9;12.6;21.6
3629;177.5;13.2;21.6
3630;177.3;13.8;21.6
3631;176.2;14.4;21.6
3632;176.8;15.0;21.6
3633;177.3;15.6;21.6
3634;176.3;16.2;21.6
3635;175.9;16.8;21.6
3636;176.8;17.4;21.6
3637;175.3;18.0;21.6
3638;176.4;18.6;21.6
3639;175.1;19.2;21.6
3640;175.1;19.8;21.6
3641;174.9;20.4;21.6
3642;174.6;21.0;21.6
3643;174.1;21.6;21.6
3644;173.1;22.2;21.6
3645;173.9;22.8;21.6
3646;174.4;23.4;21.6
3647;174.3;24.0;21.6
3648;174.3;24.6;21.6
3649;173.8;25.2;21.6
3650;173.4;25.8;21.6
3651;174.4;26.4;21.6
3652;173.3;27.0;21.6
3653;174.4;27.6;21.6
3654;173.7;28.2;21.6
3655;174.3;28.8;21.6
3656;173.8;29.4;21.6
3657;174.3;30.0;21.6
3658;175.2;30.6;21.6
3659;175.1;31.2;21.6
3660;175.8;31.8;21.6
3661;176.3;32.4;21.6
3662;176.7;33.0;21.6
3663;176.8;33.6;21.6
3664;176.8;34.2;21.6
3665;177.5;34.8;21.6
3666;178.0;35.4;21.6
3667;179.1;36.0;21.6
3668;179.5;36.6;21.6
3669;180.6;37.2;21.6
3670;180.7;37.8;21.6
3671;184.1;38.4;21.6
3672;182.6;39.0;21.6
3673;185.1;39.6;21.6
3674;185.0;40.2;21.6
3675;186.8;40.8;21.6
3676;188.6;41.4;21.6
3677;191.4;42.0;21.6
3678;190.3;42.6;21.6
3679;191.5;43.2;21.6
3680;193.4;43.8;21.6
3681;193.8;44.4;21.6
3682;193.7;45.0;21.6
3683;192.9;45.6;21.6
3684;199.0;46.2;21.6
3685;202.5;46.8;21.6
3686;201.0;47.4;21.6
3687;204.3;48.0;21.6
3688;205.7;48.6;21.6
3689;208.1;49.2;21.6
3690;208.0;49.8;21.6
3691;206.4;50.4;21.6
3692;213.1;51.0;21.6
3693;213.9;51.6;21.6
3694;215.8;52.2;21.6
3695;216.6;52.8;21.6
3696;220.1;53.4;21.6
3697;219.1;54.0;21.6
3698;221.3;54.6;21.6
3699;231.7;55.2;21.6
3700;227.3;55.8;21.6
3701;227.3;56.4;21.6
3702;231.7;57.0;21.6
3703;244.7;57.6;21.6
3704;256.5;58.2;21.6
3705;241.4;58.8;21.6
3706;286.1;59.4;21.6
3707;308.0;60.0;21.6
3708;292.1;60.6;21.6
3709;321.4;61.2;21.6
3710;288.8;61.8;21.6
3711;355.8;62.4;21.6
3712;358.8;63.0;21.6
3713;366.4;63.6;21.6
3714;349.6;64.2;21.6
3715;357.4;64.8;21.6
3716;353.7;65.4;21.6
3717;370.9;66.0;21.6
3718;348.0;66.6;21.6
3719;362.6;67.2;21.6
3720;364.6;67.8;21.6
3721;363.8;68.4;21.6
3722;372.6;69.0;21.6
3723;362.4;69.6;21.6
3724;370.4;70.2;21.6
3725;376.6;70.8;21.6
3726;352.4;71.4;21.6
3727;365.7;72.0;21.6
3728;351.6;72.6;21.6
3729;367.2;73.2;21.6
3730;364.6;73.8;21.6
3731;361.7;74.4;21.6
3732;360.7;75.0;21.6
3733;351.9;75.6;21.6
3734;351.9;76.2;21.6
3735;338.1;76.8;21.6
3736;351.4;77.4;21.6
3737;360.3;78.0;21.6
3738;341.8;78.6;21.6
3739;369.5;79.2;21.6
3740;337.4;79.8;21.6
3741;344.6;80.4;21.6
3742;334.7;81.0;21.6
3743;363.2;81.6;21.6
3744;339.8;82.2;21.6
3745;350.5;82.8;21.6
3746;339.3;83.4;21.6
3747;332.8;84.0;21.6
3748;333.7;84.6;21.6
3749;327.2;85.2;21.6
3750;325.8;85.8;21.6
3751;328.8;86.4;21.6
3752;335.0;87.0;21.6
3753;338.9;87.6;21.6
3754;319.6;88.2;21.6
3755;314.6;88.8;21.6
3756;333.5;89.4;21.6
3757;340.4;90.0;21.6
3758;325.6;90.6;21.6
3759;335.9;91.2;21.6
3760;326.6;91.8;21.6
3761;329.4;92.4;21.6
3762;335.8;93.0;21.6
3763;318.7;93.6;21.6
3764;329.1;94.2;21.6
3765;337.7;94.8;21.6
3766;335.3;95.4;21.6
3767;328.2;96.0;21.6
3768;325.2;96.6;21.6
3769;333.8;97.2;21.6
3770;320.4;97.8;21.6
3771;319.1;98.4;21.6
3772;310.3;99.0;21.6
3773;334.3;99.6;21.6
3774;331.2;100.2;21.6
3775;339.3;100.8;21.6
3776;330.7;101.4;21.6
3777;329.5;102.0;21.6
3778;340.4;102.6;21.6
3779;326.9;103.2;21.6
3780;327.5;103.8;21.6
3781;343.2;104.4;21.6
3782;330.9;105.0;21.6
3783;334.1;105.6;21.6
3784;345.3;106.2;21.6
3785;323.4;106.8;21.6
3786;328.9;107.4;21.6
3787;349.4;108.0;21.6
3788;341.4;108.6;21.6
3789;351.7;109.2;21.6
3790;334.3;109.8;21.6
3791;340.2;110.4;21.6
3792;323.7;111.0;21.6
3793;342.8;111.6;21.6
3794;348.0;112.2;21.6
3795;341.9;112.8;21.6
3796;330.3;113.4;21.6
3797;323.7;114.0;21.6
3798;331.0;114.6;21.6
3799;362.1;115.2;21.6
3800;338.8;115.8;21.6
3801;348.6;116.4;21.6
3802;344.8;117.0;21.6
3803;313.4;117.6;21.6
3804;324.1;118.2;21.6
3805;301.9;118.8;21.6
3806;334.3;119.4;21.6
3807;334.2;120.0;21.6
3808;294.3;120.6;21.6
3809;310.4;121.2;21.6
3810;292.0;121.8;21.6
3811;278.8;122.4;21.6
3812;280.1;123.0;21.6
3813;249.1;123.6;21.6
3814;250.4;124.2;21.6
3815;235.9;124.8;21.6
3816;248.6;125.4;21.6
3817;230.8;126.0;21.6
3818;217.8;126.6;21.6
3819;219.7;127.2;21.6
3820;214.6;127.8;21.6
3821;220.6;128.4;21.6
3822;217.4;129.0;21.6
3823;204.1;129.6;21.6
3824;198.9;130.2;21.6
3825;197.5;130.8;21.6
3826;194.6;131.4;21.6
3827;194.6;132.0;21.6
3828;200.4;132.6;21.6
3829;186.5;133.2;21.6
3830;187.5;133.8;21.6
3831;187.0;134.4;21.6
3832;184.1;135.0;21.6
3833;182.2;135.6;21.6
3834;178.1;136.2;21.6
3835;175.2;136.8;21.6
3836;175.2;137.4;21.6
3837;171.1;138.0;21.6
3838;174.0;138.6;21.6
3839;169.7;139.2;21.6
3840;169.4;139.8;21.6
3841;165.8;140.4;21.6
3842;164.3;141.0;21.6
3843;161.0;141.6;21.6
3844;161.0;142.2;21.6
3845;159.9;142.8;21.6
3846;157.0;143.4;21.6
3847;157.3;144.0;21.6
3848;155.0;144.6;21.6
3849;153.6;145.2;21.6
3850;153.5;145.8;21.6
3851;150.5;146.4;21.6
3852;147.9;147.0;21.6
3853;148.7;147.6;21.6
3854;145.3;148.2;21.6
3855;145.9;148.8;21.6
3856;145.6;149.4;21.6
3857;142.6;150.0;21.6
3858;143.0;150.6;21.6
3859;141.5;151.2;21.6
3860;140.2;151.8;21.6
3861;139.1;152.4;21.6
3862;138.5;153.0;21.6
3863;137.9;153.6;21.6
3864;137.7;154.2;21.6
3865;135.8;154.8;21.6
3866;134.8;155.4;21.6
3867;134.1;156.0;21.6
3868;133.2;156.6;21.6
3869;132.3;157.2;21.6
3870;131.3;157.8;21.6
3871;130.0;158.4;21.6
3872;129.8;159.0;21.6
3873;128.5;159.6;21.6
3874;128.4;160.2;21.6
3875;127.5;160.8;21.6
3876;126.5;161.4;21.6
3877;125.4;162.0;21.6
3878;124.9;162.6;21.6
3879;123.6;163.2;21.6
3880;123.3;163.8;21.6
3881;123.0;164.4;21.6
3882;122.2;165.0;21.6
3883;121.3;165.6;21.6
3884;120.6;166.2;21.6
3885;119.1;166.8;21.6
3886;119.4;167.4;21.6
3887;118.1;168.0;21.6
3888;117.8;168.6;21.6
3889;117.2;169.2;21.6
3890;117.4;169.8;21.6
3891;116.8;170.4;21.6
3892;117.2;171.0;21.6
3893;115.6;171.6;21.6
3894;115.9;172.2;21.6
3895;115.6;172.8;21.6
3896;115.2;173.4;21.6
3897;114.9;174.0;21.6
3898;114.5;174.6;21.6
3899;114.2;175.2;21.6
3900;113.9;175.8;21.6
3901;113.4;176.4;21.6
3902;113.3;177.0;21.6
3903;113.1;177.6;21.6
3904;113.2;178.2;21.6
3905;112.7;178.8;21.6
3906;113.1;179.4;21.6
3907;112.6;180.0;21.6
3908;112.3;180.6;21.6
3909;112.3;181.2;21.6
3910;111.8;181.8;21.6
3911;111.6;182.4;21.6
3912;111.5;183.0;21.6
3913;111.2;183.6;21.6
3914;111.4;184.2;21.6
3915;111.2;184.8;21.6
3916;111.2;185.4;21.6
3917;111.3;186.0;21.6
3918;111.0;186.6;21.6
3919;111.0;187.2;21.6
3920;111.0;187.8;21.6
3921;111.0;188.4;21.6
3922;110.9;189.0;21.6
3923;111.0;189.6;21.6
3924;110.5;190.2;21.6
3925;110.6;190.8;21.6
3926;110.7;191.4;21.6
3927;111.4;192.0;21.6
3928;111.1;192.6;21.6
3929;111.2;193.2;21.6
3930;111.0;193.8;21.6
3931;111.1;194.4;21.6
3932;111.4;195.0;21.6
3933;111.5;195.6;21.6
3934;111.7;196.2;21.6
3935;111.8;196.8;21.6
3936;111.8;197.4;21.6
3937;112.2;198.0;21.6
3938;112.9;198.6;21.6
3939;112.6;199.2;21.6
3940;113.2;199.8;21.6
3941;113.0;200.4;21.6
3942;114.2;201.0;21.6
3943;113.9;201.6;21.6
3944;114.3;202.2;21.6
3945;114.8;202.8;21.6
3946;115.3;203.4;21.6
3947;115.0;204.0;21.6
3948;115.9;204.6;21.6
3949;116.3;205.2;21.6
3950;116.7;205.8;21.6
3951;116.9;206.4;21.6
3952;117.3;207.0;21.6
3953;117.3;207.6;21.6
3954;118.1;208.2;21.6
3955;118.2;208.8;21.6
3956;119.1;209.4;21.6
3957;120.0;210.0;21.6
3958;120.1;210.6;21.6
3959;120.6;211.2;21.6
3960;121.2;211.8;21.6
3961;121.8;212.4;21.6
3962;122.1;213.0;21.6
3963;122.3;213.6;21.6
3964;123.1;214.2;21.6
3965;123.4;214.8;21.6
3966;124.2;215.4;21.6
3967;125.1;216.0;21.6
3968;125.4;216.6;21.6
3969;125.9;217.2;21.6
3970;126.8;217.8;21.6
3971;128.0;218.4;21.6
3972;128.5;219.0;21.6
3973;128.6;219.6;21.6
3974;130.5;220.2;21.6
3975;129.9;220.8;21.6
3976;131.5;221.4;21.6
3977;131.6;222.0;21.6
3978;133.6;222.6;21.6
3979;133.7;223.2;21.6
3980;134.6;223.8;21.6
3981;135.2;224.4;21.6
3982;135.9;225.0;21.6
3983;137.2;225.6;21.6
3984;138.5;226.2;21.6
3985;140.3;226.8;21.6
3986;140.5;227.4;21.6
3987;141.9;228.0;21.6
3988;142.0;228.6;21.6
3989;143.5;229.2;21.6
3990;145.1;229.8;21.6
3991;147.0;230.4;21.6
3992;147.4;231.0;21.6
3993;149.3;231.6;21.6
3994;150.5;232.2;21.6
3995;151.9;232.8;21.6
3996;152.3;233.4;21.6
3997;154.3;234.0;21.6
3998;155.8;234.6;21.6
3999;155.8;235.2;21.6
4000;158.5;235.8;21.6
4001;160.9;236.4;21.6
4002;161.9;237.0;21.6
4003;161.7;237.6;21.6
4004;164.6;238.2;21.6
4005;166.1;238.8;21.6
4006;168.2;239.4;21.6
4007;170.4;240.0;21.6
4008;173.1;240.6;21.6
4009;173.6;241.2;21.6
4010;177.5;241.8;21.6
4011;180.1;242.4;21.6
4012;180.6;243.0;21.6
4013;183.4;243.6;21.6
4014;184.4;244.2;21.6
4015;190.1;244.8;21.6
4016;189.8;245.4;21.6
4017;193.0;246.0;21.6
4018;196.5;246.6;21.6
4019;196.3;247.2;21.6
4020;199.9;247.8;21.6
4021;205.4;248.4;21.6
4022;208.8;249.0;21.6
4023;211.9;249.6;21.6
4024;215.8;250.2;21.6
4025;220.6;250.8;21.6
4026;225.2;251.4;21.6
4027;243.7;252.0;21.6
4028;254.1;252.6;21.6
4029;254.4;253.2;21.6
4030;280.7;253.8;21.6
4031;287.6;254.4;21.6
4032;308.4;255.0;21.6
4033;308.0;255.6;21.6
4034;307.1;256.2;21.6
4035;312.6;256.8;21.6
4036;312.9;257.4;21.6
4037;320.7;258.0;21.6
4038;321.3;258.6;21.6
4039;316.3;259.2;21.6
4040;319.2;259.8;21.6
4041;320.0;260.4;21.6
4042;324.2;261.0;21.6
4043;319.8;261.6;21.6
4044;320.5;262.2;21.6
4045;316.7;262.8;21.6
4046;317.6;263.4;21.6
4047;316.6;264.0;21.6
4048;318.0;264.6;21.6
4049;317.2;265.2;21.6
4050;314.2;265.8;21.6
4051;312.5;266.4;21.6
4052;310.6;267.0;21.6
4053;311.4;267.6;21.6
4054;309.6;268.2;21.6
4055;309.8;268.8;21.6
4056;307.5;269.4;21.6
4057;309.0;270.0;21.6
4058;304.6;270.6;21.6
4059;306.9;271.2;21.6
4060;306.9;271.8;21.6
4061;305.2;272.4;21.6
4062;304.2;273.0;21.6
4063;301.7;273.6;21.6
4064;294.4;274.2;21.6
4065;300.0;274.8;21.6
4066;289.6;275.4;21.6
4067;288.0;276.0;21.6
4068;281.5;276.6;21.6
4069;270.2;277.2;21.6
4070;251.3;277.8;21.6
4071;241.9;278.4;21.6
4072;233.1;279.0;21.6
4073;221.8;279.6;21.6
4074;221.5;280.2;21.6
4075;221.0;280.8;21.6
4076;212.6;281.4;21.6
4077;211.9;282.0;21.6
4078;206.4;282.6;21.6
4079;208.3;283.2;21.6
4080;207.3;283.8;21.6
4081;206.5;284.4;21.6
4082;203.5;285.0;21.6
4083;204.6;285.6;21.6
4084;202.3;286.2;21.6
4085;203.1;286.8;21.6
4086;201.0;287.4;21.6
4087;203.9;288.0;21.6
4088;200.7;288.6;21.6
4089;201.6;289.2;21.6
4090;202.1;289.8;21.6
4091;200.9;290.4;21.6
4092;202.3;291.0;21.6
4093;201.8;291.6;21.6
4094;201.8;292.2;21.6
4095;202.2;292.8;21.6
4096;203.8;293.4;21.6
4097;204.4;294.0;21.6
4098;204.9;294.6;21.6
4099;204.9;295.2;21.6
4100;207.0;295.8;21.6
4101;208.1;296.4;21.6
4102;209.5;297.0;21.6
4103;211.7;297.6;21.6
4104;212.5;298.2;21.6
4105;214.2;298.8;21.6
4106;217.6;299.4;21.6
4107;218.9;300.0;21.6
4108;222.3;300.6;21.6
4109;223.9;301.2;21.6
4110;228.7;301.8;21.6
4111;231.9;302.4;21.6
4112;236.2;303.0;21.6
4113;238.2;303.6;21.6
4114;243.2;304.2;21.6
4115;248.9;304.8;21.6
4116;248.0;305.4;21.6
4117;250.6;306.0;21.6
4118;253.1;306.6;21.6
4119;253.5;307.2;21.6
4120;256.6;307.8;21.6
4121;254.0;308.4;21.6
4122;255.0;309.0;21.6
4123;255.9;309.6;21.6
4124;254.2;310.2;21.6
4125;252.8;310.8;21.6
4126;255.6;311.4;21.6
4127;253.5;312.0;21.6
4128;254.0;312.6;21.6
4129;253.4;313.2;21.6
4130;254.1;313.8;21.6
4131;250.4;314.4;21.6
4132;251.5;315.0;21.6
4133;244.9;315.6;21.6
4134;246.1;316.2;21.6
4135;244.7;316.8;21.6
4136;243.5;317.4;21.6
4137;242.3;318.0;21.6
4138;240.5;318.6;21.6
4139;240.7;319.2;21.6
4140;236.0;319.8;21.6
4141;232.5;320.4;21.6
4142;232.1;321.0;21.6
4143;229.7;321.6;21.6
4144;226.1;322.2;21.6
4145;224.4;322.8;21.6
4146;221.5;323.4;21.6
4147;219.9;324.0;21.6
4148;220.9;324.6;21.6
4149;218.0;325.2;21.6
4150;214.4;325.8;21.6
4151;213.9;326.4;21.6
4152;210.4;327.0;21.6
4153;210.1;327.6;21.6
4154;208.0;328.2;21.6
4155;204.5;328.8;21.6
4156;204.1;329.4;21.6
4157;202.6;330.0;21.6
4158;200.5;330.6;21.6
4159;199.4;331.2;21.6
4160;197.6;331.8;21.6
4161;197.7;332.4;21.6
4162;194.7;333.0;21.6
4163;194.0;333.6;21.6
4164;192.2;334.2;21.6
4165;191.3;334.8;21.6
4166;188.2;335.4;21.6
4167;189.6;336.0;21.6
4168;187.8;336.6;21.6
4169;185.3;337.2;21.6
4170;185.4;337.8;21.6
4171;183.2;338.4;21.6
4172;183.4;339.0;21.6
4173;182.2;339.6;21.6
4174;181.2;340.2;21.6
4175;179.6;340.8;21.6
4176;178.8;341.4;21.6
4177;177.6;342.0;21.6
4178;178.1;342.6;21.6
4179;176.3;343.2;21.6
4180;175.1;343.8;21.6
4181;175.0;344.4;21.6
4182;173.7;345.0;21.6
4183;173.5;345.6;21.6
4184;172.4;346.2;21.6
4185;172.4;346.8;21.6
4186;171.5;347.4;21.6
4187;171.3;348.0;21.6
4188;171.2;348.6;21.6
4189;171.3;349.2;21.6
4190;171.4;349.8;21.6
4191;171.3;350.4;21.6
4192;170.6;351.0;21.6
4193;170.7;351.6;21.6
4194;170.3;352.2;21.6
4195;171.7;352.8;21.6
4196;171.0;353.4;21.6
4197;172.3;354.0;21.6
4198;171.2;354.6;21.6
4199;170.7;355.2;21.6
4200;172.6;355.8;21.6
4201;171.6;356.4;21.6
4202;171.8;357.0;21.6
4203;172.4;357.6;21.6
4204;171.9;358.2;21.6
4205;172.9;358.8;21.6
4206;172.3;359.4;21.6
4207;173.7;360.0;25.2
4208;176.5;359.4;25.2
4209;177.4;358.8;25.2
4210;176.8;358.2;25.2
4211;176.3;357.6;25.2
4212;176.8;357.0;25.2
4213;176.2;356.4;25.2
4214;176.6;355.8;25.2
4215;175.6;355.2;25.2
4216;176.2;354.6;25.2
4217;175.9;354.0;25.2
4218;175.9;353.4;25.2
4219;176.3;352.8;25.2
4220;174.5;352.2;25.2
4221;174.6;351.6;25.2
4222;174.7;351.0;25.2
4223;175.9;350.4;25.2
4224;174.7;349.8;25.2
4225;175.4;349.2;25.2
4226;175.1;348.6;25.2
4227;175.2;348.0;25.2
4228;175.5;347.4;25.2
4229;176.4;346.8;25.2
4230;176.6;346.2;25.2
4231;177.6;345.6;25.2
4232;176.8;345.0;25.2
4233;177.4;344.4;25.2
4234;178.9;343.8;25.2
4235;178.4;343.2;25.2
4236;179.7;342.6;25.2
4237;182.2;342.0;25.2
4238;181.6;341.4;25.2
4239;181.8;340.8;25.2
4240;183.9;340.2;25.2
4241;184.5;339.6;25.2
4242;186.7;339.0;25.2
4243;186.8;338.4;25.2
4244;187.7;337.8;25.2
4245;189.4;337.2;25.2
4246;190.2;336.6;25.2
4247;190.8;336.0;25.2
4248;192.2;335.4;25.2
4249;193.6;334.8;25.2
4250;194.7;334.2;25.2
4251;196.7;333.6;25.2
4252;198.2;333.0;25.2
4253;198.7;332.4;25.2
4254;200.2;331.8;25.2
4255;203.0;331.2;25.2
4256;204.0;330.6;25.2
4257;204.6;330.0;25.2
4258;205.7;329.4;25.2
4259;209.8;328.8;25.2
4260;210.2;328.2;25.2
4261;213.0;327.6;25.2
4262;214.0;327.0;25.2
4263;216.0;326.4;25.2
4264;218.8;325.8;25.2
4265;220.6;325.2;25.2
4266;219.5;324.6;25.2
4267;223.0;324.0;25.2
4268;224.9;323.4;25.2
4269;228.3;322.8;25.2
4270;230.8;322.2;25.2
4271;233.1;321.6;25.2
4272;233.6;321.0;25.2
4273;235.7;320.4;25.2
4274;239.1;319.8;25.2
4275;240.3;319.2;25.2
4276;241.9;318.6;25.2
4277;242.0;318.0;25.2
4278;245.7;317.4;25.2
4279;247.3;316.8;25.2
4280;250.3;316.2;25.2
4281;249.3;315.6;25.2
4282;252.7;315.0;25.2
4283;253.4;314.4;25.2
4284;253.3;313.8;25.2
4285;255.0;313.2;25.2
4286;256.0;312.6;25.2
4287;257.2;312.0;25.2
4288;256.7;311.4;25.2
4289;253.9;310.8;25.2
4290;257.4;310.2;25.2
4291;258.2;309.6;25.2
4292;254.5;309.0;25.2
4293;255.7;308.4;25.2
4294;258.2;307.8;25.2
4295;254.4;307.2;25.2
4296;252.6;306.6;25.2
4297;251.2;306.0;25.2
4298;249.5;305.4;25.2
4299;248.7;304.8;25.2
4300;248.0;304.2;25.2
4301;245.0;303.6;25.2
4302;240.7;303.0;25.2
4303;236.1;302.4;25.2
4304;234.4;301.8;25.2
4305;234.7;301.2;25.2
4306;228.1;300.6;25.2
4307;227.2;300.0;25.2
4308;223.5;299.4;25.2
4309;220.3;298.8;25.2
4310;218.6;298.2;25.2
4311;217.8;297.6;25.2
4312;217.3;297.0;25.2
4313;213.9;296.4;25.2
4314;213.6;295.8;25.2
4315;212.6;295.2;25.2
4316;212.7;294.6;25.2
4317;210.3;294.0;25.2
4318;210.3;293.4;25.2
4319;210.0;292.8;25.2
4320;208.1;292.2;25.2
4321;206.1;291.6;25.2
4322;207.8;291.0;25.2
4323;205.5;290.4;25.2
4324;206.7;289.8;25.2
4325;207.2;289.2;25.2
4326;207.6;288.6;25.2
4327;205.5;288.0;25.2
4328;207.8;287.4;25.2
4329;207.4;286.8;25.2
4330;208.4;286.2;25.2
4331;208.8;285.6;25.2
4332;209.3;285.0;25.2
4333;207.9;284.4;25.2
4334;208.8;283.8;25.2
4335;212.3;283.2;25.2
4336;212.7;282.6;25.2
4337;214.6;282.0;25.2
4338;215.0;281.4;25.2
4339;220.3;280.8;25.2
4340;221.9;280.2;25.2
4341;226.9;279.6;25.2
4342;231.0;279.0;25.2
4343;242.0;278.4;25.2
4344;261.4;277.8;25.2
4345;271.6;277.2;25.2
4346;265.0;276.6;25.2
4347;285.8;276.0;25.2
4348;297.6;275.4;25.2
4349;303.4;274.8;25.2
4350;306.3;274.2;25.2
4351;311.6;273.6;25.2
4352;310.4;273.0;25.2
4353;315.1;272.4;25.2
4354;313.3;271.8;25.2
4355;316.2;271.2;25.2
4356;316.6;270.6;25.2
